"°íÀ¯¹øÈ£","¾ğ¾î","»óÈ£¸í","ÄÜÅÙÃ÷URL","ÁÖ¼Ò","½ÅÁÖ¼Ò","ÀüÈ­¹øÈ£","ÆÑ½º¹øÈ£","À¥»çÀÌÆ®","¿î¿µ½Ã°£","¿î¿µ¿äÀÏ","ÈŞ¹«ÀÏ","±³ÅëÁ¤º¸","ÅÂ±×","Àå¾ÖÀÎÆíÀÇ½Ã¼³"
"43546","ja","û²àø(«Ò«§«½«ó)Ú¸é»ãø","https://japanese.visitseoul.net/attractions/2023016/JPPrs9x47?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPPrs9x47","  "," ÎúÖÕ? «³«Á«ç«¯«í6«®«ë 42 ","+82-2-2682-9359","","","08:00~19:40 KST","?ìí","ğ¯1¡¢ğ¯3ûıèøìíª¬ïÒıÌìíªÇª¹¡£","1?àÊ «ª«ê«å«É«ó?3ÛãõóÏ¢ª«ªé473m"," ÎúÖÕ, çü×³Ô×, Ú¸é»ãø, Ú¸é»êÂ,«ª«ì«¬«²(ÖÕ?), ìÖÔé«Ñ?«Ş, Ú¸é»êÂ",""
"4999","ja","?å÷(«Á«ç«ó«¦«©«ó)ß£Û®","https://japanese.visitseoul.net/attractions/cheongwon-sanbang-jp/JPP004996?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP004996","110-800 «½«¦«ëã¼ñ¤ÖØ?ÌıÔ× 79-12","110-800 «½«¦«ëã¼«Á«ç«ó«Î(ñ¤ÖØ)?«×«¯«Á«ç«ó«í6«®«ë27 (ÌıÔ×)","+82-2-715-3342","","http://cwsb.modoo.at","÷Ï 10:00~17:00 (åøå³ğ¤)","åøå³ğ¤","åøå³ğ¤","ò¢ù»?3?àÊ¡¸«¢«ó«°«¯¡¹?3ÛãõóÏ¢ª«ªéÓù?5?7İÂ  ","«ª«ì«¬«²(ÖÕ?), Íïéı, ?÷Ö, İÁõ½ùÛè©õ½, İÁõ½ùÛè©õ½, Íïéı??, óë, ÓŞÍïá¶",""
"4469","zh-TW","Ú¸ÕòÒşÚÏÚªÎ½","https://tchinese.visitseoul.net/attractions/Ú¸ÕòÒşÚÏÚªÎ½/TCP004467?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP004467","110-290 âÏì³ã¼ñ£ÖØÏ¡ìÒŞÑÔ× 193-1","110-290 âÏì³ã¼ñ£ÖØÏ¡ìÒŞÑÔ×Ê¶19-11 ","+82-2-735-6678","","http://www.tmuseum.co.kr","10:00 ~ 22:00","","îïÒ´ÙíıÌ","3ûÜàÊäÌÏĞó×6ûÜõóÏ¢£¬èÙîññË30Íëô©éÓï®ìÒŞÑÔ×ÖØ£¬î¢òÁñËÌèÎ¦ìÒŞÑÔ×ä¨í®ÖØÏ¢£¬êÈåÚÍî?ÕÆä¨í®ÖØÏ¢¡¸çİõ½¡¹ùõí­×ë¡£","Ùşûù,ñ¤ÊÈó×,Ú¸ÕòÒşÚÏÚªÎ½,ÑºÒ·Î½,ìÒŞÑÔ×,îî÷Ö,ÚÏÚªÎ½,äÌÏĞó×,Ô¶Ğï,ñ£ÖØ3Ê¶ó×,ÎÃûùÚ¦,ıÌùÙ",""
"28376","zh-TW","ÖÕëíÒşÛ©","https://tchinese.visitseoul.net/attractions/ëíÒşÎ½/TCP028329?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP028329","  ","03776 à¤ÓŞÚ¦Ï¡æÅá¦ÖØ36£¬ÖÕëíÓŞ×§8×§ ","+82-2-363-1222","","futureheritage.seoul.go.kr/web/investigate/aroundHeritageView.do?htId=2253","11:00~24:00","Øßô¸","Ùí","2ûÜàÊãæõ½ó×3ûÜõóÏ¢361m","ÖÕïÁ, æÅá¦ÓŞùÊ, ??ïÁ, ??, ãæõ½ , ÖÕø«, âÏì³Ú±ÕÎë¶?",""
"2015","ja","ÌéìÒ(«­«ç«ó«¤«ó)Ú¸âúÎ½","https://japanese.visitseoul.net/attractions/´Ù¼º-VIP-¿©Çà»ç/JPP002011?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP002011","  ","03146 ñ£ÖØ? «¤«ó«µ«É«ó10«®«ë 11-4  ","+82-2-733-4448","","http://www.kyunginart.co.kr","10:00~18:00","?ìí","1êÅ1ìí¡¢?ïáêÅĞàªÓõÕàª(??8êÅ15ìí)?ìíıÌÎ½","3?àÊäÌ??5ÛãõóÏ¢ª«ªé356m"," ìÒŞÑÔ×, ìÒŞÑÔ×, Ú¸âúÎ½,«ª«ì«¬«²(ÖÕ?), «­«ç«ó«¤«óÚ¸âúÎ½, Ùşûù,î÷ãÆ?",""
"20620","zh-TW","ÌíóÌÚÏÚªÎ½","https://tchinese.visitseoul.net/attractions/ÌíóÌÚÏÚªÎ½-TC/TCP020549?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP020549"," âÏì³ã¼ñ£ÖØÏ¡úºõ½Ô×211-1 ","03166 âÏì³ã¼ñ£ÖØÏ¡áæêÅÊ¶130 ","+82-2-3150-3681","","http://www.policemuseum.go.kr/","KST 09:30~17:30","","ØßñÎ?£¨å´ñÎìé?ÍëıÌìí£¬ìÎìíıÌãÓ£©¡¢êªÓ©¡¢õğï½/ñéõÕï½Ö§Ê£","3ûÜàÊÔ¼Ø¡Ú¦ó×3ûÜõóÏ¢","ÌíóÌÚÏÚªÎ½,à¤ÓŞÚ¦ÌíóÌÚÏÚªÎ½,ñ¤ÖØÌØïÇ,âÏì³ûúú©í­ìéÑÃÓğÛ¾îÜÌØïÇ,ûúá³İÛéÒìéÑÃ,ÚÏÚªÎ½,ÌíóÌ,ä®ÔÛô÷úĞÎ½,âÏì³Õéú¼",""
"28688","zh-TW","ïöÔ×ÖØ","https://tchinese.visitseoul.net/attractions/ïöÔ×ÖØ/TCP000889?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP000889","100-151 âÏì³ã¼ñéÏ¡õ÷ïáÖØ1Ê¶51-11 ","04516 âÏì³ã¼ñéÏ¡ïöÔ×Ê¶2 (õ÷ïáÖØ1Ê¶) ","","","","","","","1ûÜàÊã¼ôæó×1¡¢11¡¢12ûÜõóÏ¢ÜÆú¼5İÂñ¤ 5ûÜàÊà¤ÓŞÚ¦ó×5¡¢6ûÜõóÏ¢ÜÆú¼5İÂñ¤","âÏì³ÜÆú¼ÌØïÇ,ïöÔ×ÖØ,ÓìáøÏàÖØ,ñÎØÇß¤ÜÆ,ïöÔ×ÖØù£ç¨,ïöÔ×ÖØå¨ÌØ,âÏì³ùõÖçÕéë´,âÏì³ßÛù£,âÏì³ÙşûùÊ¶",""
"25970","ja","÷×ìÒ(«È«ó«¤«ó)«««²","https://japanese.visitseoul.net/attractions/tong-in-store-jp/JPP025931?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP025931","  ","03148 ñ£ÖØ? «¤«ó«µ«É«ó«®«ë 32 (Î»?Ô×)","+82-2-733-4867","","http://www.tonginstore.com/","ûı~÷Ïèøìí 10:30-18:30¡¢ìíèøìí 12:00-17:00 KST","ûı~ìíèøìí","?ïáêÅĞàªÓõÕàª(??8êÅ15ìí), êÅèøìí","1¡¤3¡¤5?àÊñ£ÖØ3Ê¶?5ÛãõóÏ¢ª«ªé334m","«ª«ì«¬«²(ÖÕ?), Í¯Ú¸âú, Íïéıù¡, ?÷ÖÍïéı, úŞÓÛÍïéı, ìÒŞÑÔ×, Ú¸âúÎ½, «®«ã«é«ê?, öÔĞïÍïéıù¡, ùÛòµÍïéıù¡, Ô¶í¸ĞïÍïéıù¡",""
"25964","zh-TW","÷×ÙşÎ½","https://tchinese.visitseoul.net/attractions/÷×ÙşÎ½/TCP025930?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP025930","  ","03145 ñ¤ÖØÏ¡ìÒŞÑÔ×Ê¶55 -1 ","+82-2-734-4092","","www.tongmunkwan.co.kr","10:30~16:30","","Ñ¢×¿ÜôïÒÑ¢£¬àøÑ¢ìíïÒÑ¢","3ûÜàÊäÌÏĞó×6ûÜõóÏ¢194m"," òÒÜâ, ìÑÙşùÊßöïÁ, ßöïÁ ,ÖÕïÁ, Í¯ßö, âÏì³Ú±ÕÎë¶?, øĞÚùÊ¶",""
"29729","ja","ÑÑé»äÌ(«­«à¡¤«è«ó«¢«ó)Î¢í­ïÁ","https://japanese.visitseoul.net/attractions/kim-yong-an-confectionery-store-jp/JPP029721?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP029721","  ","04376 ×£ß£? «Ï«ó«¬«ó«Ç«í 155-1 ","+82-2-796-6345","","","êÅ?÷Ï 10:00?17:00 (16:00?17:00ªŞªÇ)","êÅ?÷Ï","ìíèøìí","4¡¤6?àÊß²ÊÇò¢?4ÛãõóÏ¢ª«ªé67m","ï¡?, òÅìÑĞü, ªªÎ¢í­,«ª«ì«¬«²(ÖÕ?), ßÈÖ§ËÔ, ª»ªóªÙª¤, ß²ÊÇò¢?, ×£ß£",""
"11835","zh-CN","ÑÑøİÏõ?ÕéêıãáãÓíª?ñéãı","https://chinese.visitseoul.net/attractions/ÑÑøİÏõ?ÕéêıãáãÓíª?ñéãı/CNP011835?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP011835"," âÏ?ã¼Ë°à¤?ÍöùûÔ×886 "," âÏ?ã¼Ë°à¤?ô¸ÍöÊ¶38 ","+82-2-2660-2486~7","+82-2-2660-2488","","10:00 ~ 19:00 ","","îïÒ´ÙéıÌ","9?? ÑÑøİÏõ?  5?? ÑÑøİÏõ?   ","Ùşûù,âÏ?ÕéêıãáãÓñéãı,âÏ?ò¦Ñõ,ÑÑøİÏõ?ÕéêıãáãÓíª?ñéãı,ÕéêıÜ×?÷»,ÒıêªÙşûùÍö?",""
"22116","zh-TW","ùÛÏĞ?ÎüÚÏÚªÎ½","https://tchinese.visitseoul.net/attractions/ùÛÏĞ?ÎüÚÏÚªÎ½/TCP003452?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP003452","136-823 âÏì³ã¼àòİÁÏ¡àòİÁÔ×330-577 330-577","02822 âÏì³ã¼àòİÁÏ¡ÓŞŞÅÎ½ÖØ121 ","+82-2-745-0181","","http://www.kofum.com/","øÁìí 10:00~19:00 ñÎ×¿ 10:00~18:00 ","","ñÎìí¡¢ñÎìé¡¢ÏĞïÒÊ£ìí","4ûÜàÊùÓàòÓŞùÊó×6ûÜõóÏ¢","ùÛÏĞ?ÎüÚÏÚªÎ½,àòİÁÔ×?ÎüÚÏÚªÎ½, Ùşûù,ÚÏÚªÎ½,âÏì³?ÎüÚÏÚªÎ½,ùÛè©,î÷ÕÂ,àòİÁÔ×",""
"29090","zh-TW","ùÛãéè¸Ğï","https://tchinese.visitseoul.net/attractions/HANSHINÔ¶ĞïïÁ/TCP029048?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP029048","  ","04338 ×£ß£Ï¡ãæıéÖØ7 ","+82-2-794-3687","","https://futureheritage.seoul.go.kr/web/investigate/aroundHeritageView.do?htId=2719","10:00~18:00 KST","Øßô¸","Ùí","6ûÜàÊÖàŞŞøÀó×2ûÜõóÏ¢381m","×£ß£Ï¡, Ú·ùü,ÖÕïÁ, Ô¶í¶, âÏì³Ú±ÕÎë¶?, ÖàŞŞøÀó× , ÚĞğÎÏ¡ , ?í­, ü£İÎ , í¶ , ùÛãáÔ¶í¶, ŞãÎ§, ú°Û¯õ½ , ì£õ½ , âÏì³ , íıùü",""
"1954","zh-CN","??÷Ïàò","https://chinese.visitseoul.net/attractions/??÷Ïàò/CNP001953?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP001953","138-040 âÏ?ã¼áæ÷ç???Ô× 72-1?","138-040  ","+82-2-2147-2816","","","","","îïÒ´ÙéıÌ","5,8?? ô¶?ó× 10?õóÏ¢õó?ı¨£¬ÜÆú¼?5İÂ?  ","?Ë°?îé,Ûİ???÷Ïàò,??÷Ïàò£¨Ç³³³Åä¼º£©,Í¯îé÷®?,?Ë°,?ŞÈ",""
"27207","zh-TW","âÏìòñıÖØ","https://tchinese.visitseoul.net/attractions/âÏìòñıÖØ/TCP027112?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP027112"," âÏì³ã¼Ë°İÁÏ¡â©ëµÔ×ß£73-23 ","01013 âÏì³ã¼Ë°İÁÏ¡4.19ÖØ114 (â©ëµÔ×) ĞÎúŞÓÛŞÈÑºÒ·Î½(õóÛ¡)","+82-2-901-6114","","https://www.gangbuk.go.kr/tour/contents.do?key=363","","","","4ûÜàÊâ©ëµ(Ë°İÁÏ¡ôæ)ó×4ûÜõóÏ¢","â©ëµó×,ĞÎúŞÓÛŞÈ,âÏìòñıÖØ,ÓôÕÂ,ÕöŞÈ÷®Û¾,ĞÎúŞÓÛŞÈÑºÒ·Î½",""
"40803","zh-CN","?ß£Íë?İ»İÂ?Û¯éÄò¢","https://chinese.visitseoul.net/attractions/?ß£Íë?İ»İÂ?Û¯éÄò¢/CNP040795?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP040795","  ","04383 âÏ? ?ß£? à¤??ÖØ  221 ","+82-70-4224-1708","","https://www.park.go.kr/front/lodging/introduce.do","?İ» 9:00 ~ 17:00/èâİ»Íö? 9:00 ~ 18:00 (õÌı¨ìı?ï¸ò­ 17:00) (KST)","ñ²ì£ ?ñ²×¿","àøÑ¢ìé£¬àøÑ¢ìí£¬1êÅ1ìí£¬õğ?ĞàñéõÕ?ô¸","ÌÈ?ñéäç?à¤??ó×1?õóÏ¢","ß¤ÜÆ,İ»İÂ?Û¯éÄò¢,?ß£Íë?İ»İÂ?Û¯Ğñò¢,Îôêı,?ß£Íë?,?ß£,Ú¸?Ğñò¢",""
"44111","ko","°¶·¯¸® Áö¿ìÇå","https://korean.visitseoul.net/attractions/GalleryJiwooheon/KOPxj9byw?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPxj9byw"," ¼­¿ï Á¾·Î±¸ °¡È¸µ¿ 31-94 ","03052 ¼­¿ï Á¾·Î±¸ ºÏÃÌ·Î11¶ó±æ 13 (°¡È¸µ¿) ","02-765-7964","","https://designhouse.co.kr/indexmain/lists?category=J","È­~Åä 10:30~18:30","","¸ÅÁÖ ¿ù¿äÀÏ, ÀÏ¿äÀÏ","3È£¼± ¾È±¹¿ª 2¹ø Ãâ±¸","¼­¿ï¿ì¼öÇÑ¿Á,»ïÃ»µ¿°¶·¯¸®,ÇÑ¿Á°¶·¯¸®,ºÏÃÌÇÑ¿Á¸¶À»",""
"1900","ko","±¤È­¹®±¤Àå","https://korean.visitseoul.net/attractions/±¤È­¹®±¤Àå/KOP001899?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001899","110-050 ¼­¿ï Á¾·Î±¸ ¼¼Á¾·Î 1-68","03154 ¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¼¼Á¾´ë·Î 172 ","02-120","","http://plaza.seoul.go.kr/gwanghwamun","µµ½É ¿­¸° ±¤ÀåÀ¸·Î ¿¬Áß 24½Ã°£ »ó½Ã °³¹æ","¿ù~ÀÏ","¿¬Áß¹«ÈŞ","3È£¼± °æº¹±Ã 6,7¹ø Ãâ±¸ ¿ÜÈ¯ÀºÇà ¹æÇâÀ¸·Î Á÷Áø  5È£¼± ±¤È­¹® 1¹ø, 2¹ø, 8¹ø Ãâ±¸  1È£¼± ½ÃÃ» 3¹ø Ãâ±¸ ´ö¼ö±ÃÀ» Áö³ª ÄÚ¸®¾Æ³ª È£ÅÚ ¹æÇâÀ¸·Î Á÷Áø  "," ±¤È­¹®±¤Àå, °æº¹±Ã,µµ½Ã ¹®È­ ±¤Àå,±¤È­¹®,¼¼Á¾¹®È­È¸°ü, ¼¼Á¾´ë¿Õ, ÀÌ¼ø½Å, Ã»°èÃµ","Àå¾ÖÀÎÈ­Àå½Ç,Á¢±Ù°¡´É"
"16319","ko","±¤È­¹®±¤Àå ¾ß°æ","https://korean.visitseoul.net/attractions/±¤È­¹®±¤ÀåÀÇ-¹ã/KOP016319?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP016319","03154 ¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¼¼Á¾·Î 1-68 ","03154 ¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¼¼Á¾´ë·Î 172 ","02-120","","http://plaza.seoul.go.kr/gwanghwamun","µµ½É ¿­¸° ±¤ÀåÀ¸·Î ¿¬Áß 24½Ã°£ »ó½Ã °³¹æ","¿ù~ÀÏ","¿¬Áß¹«ÈŞ",""," ¾ß°æ, ±¤Àå, ÀÌ¼ø½Å,±¤È­¹®, ¼¼Á¾´ë¿Õ, ¹®È­,¿ª»ç,±¤È­¹®±¤Àå, Ã»°èÃµ",""
"29721","ko","±è¿ë¾È°úÀÚÁ¡","https://korean.visitseoul.net/attractions/±è¿ë¾È°úÀÚÁ¡/KOP029721?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP029721"," ¼­¿ï ¿ë»ê±¸ ÇÑ°­·Î2°¡ 259-1 ","04376 ¼­¿ï ¿ë»ê±¸ ÇÑ°­´ë·Î 155-1 (ÇÑ°­·Î2°¡) ","02-796-6345","","","¿ù~Åä 10:00~17:00(¼ÒÁø½Ã ¸¶°¨)","","ÀÏ¿äÀÏ","4?6È£¼± »ï°¢Áö¿ª 4¹ø Ãâ±¸¿¡¼­ 67m","ÀåÀÎÁ¤½Å,¿À·¡°¡°Ô,°úÀÚ, ¿ë»ê, »ï°¢Áö, Àüº´",""
"42446","ko","±èÁß¾÷ °ÇÃà¹®È­ÀÇÁı","https://korean.visitseoul.net/attractions/±èÁß¾÷-°ÇÃà¹®È­ÀÇÁı/KOP042446?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP042446"," ¼­¿ï ¼ººÏ±¸ ÀåÀ§µ¿ 230-49 ","02755 ¼­¿ï ¼ººÏ±¸ ÀåÀ§·Î21³ª±æ 11 (ÀåÀ§µ¿) ","02-6906-3136","","","È­~Åä¿äÀÏ 10:00 ~ 17:00","","¸ÅÁÖ ÀÏ, ¿ù¿äÀÏ ÈŞ°ü","","±èÁß¾÷-°ÇÃà¹®È­ÀÇÁı",""
"43452","ko","´Ù¶ô","https://korean.visitseoul.net/attractions/2023--028/KOPyubahz?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPyubahz"," ¼­¿ï ¸¶Æ÷±¸ µµÈ­µ¿ 340 ","04172 ¼­¿ï ¸¶Æ÷±¸ µµÈ­2±æ 8 (µµÈ­µ¿, ¿¡¾î¸ô ºôµù) ","02-706-0519","","","09:30~22:00","¸ÅÀÏ","¸Å´Ş 1, 3¹øÂ° ÀÏ¿äÀÏ Á¤±âÈŞ¹«","5È£¼± ¸¶Æ÷¿ª 3¹ø Ãâ±¸¿¡¼­ 299m","¿À·¡°¡°Ô, Áï¼®¶±ººÀÌ, ¸¶Æ÷¶±ººÀÌ°ñ¸ñ, °ø´ö, ººÀ½¹ä, ºĞ½Ä",""
"5018","ko","´ë°¢»ç","https://korean.visitseoul.net/attractions/´ë°¢»ç-kr/KOP005015?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP005015","110-390 ¼­¿ï Á¾·Î±¸ ºÀÀÍµ¿ 3 ","03134 ¼­¿ï Á¾·Î±¸ À²°î·Î10±æ 87 (´ë°¢»ç) ","02-744-4502","","http://cafe.daum.net/daekak","ÀÏÃâ ½Ã ~ ÀÏ¸ô ½Ã","¿ù~ÀÏ","¿¬Áß¹«ÈŞ","3È£¼± Á¾·Î3°¡¿ª 8¹ø Ãâ±¸     1È£¼± Á¾·Î3°¡¿ª 8¹ø Ãâ±¸  5È£¼± Á¾·Î3°¡¿ª 8¹ø Ãâ±¸ ","  Á¾·Î 3°¡¿ª,  ºÒ±³,Àı, ¿ë¼º½º´Ô, ´ë°¢È¸, »çÂû, Á¾±³, ´ë°¢»ç,Ã¢´ö±Ã, ¼­¿ï»çÂû, Á¾·Î»çÂû",""
"27468","ko","´ë±¸Âü±â¸§Áı","https://korean.visitseoul.net/attractions/´ë±¸Âü±â¸§Áı/KOP027468?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP027468","110-800 ¼­¿ï Á¾·Î±¸ °èµ¿ 79-8 ","03056 ¼­¿ï Á¾·Î±¸ °èµ¿±æ 67 (°èµ¿) ","02-765-3475","","","10:00~18:30","¸ÅÀÏ","¾øÀ½","3È£¼± ¾È±¹¿ª 3¹ø Ãâ±¸¿¡¼­ 397m","Âü±â¸§, µé±â¸§, ¹Ì¼ı°¡·ç, ±¤È­¹®, ´ë±¸Âü±â¸§Áı,¿À·¡°¡°Ô, ¾È±¹¿ª, °íÃå°¡·ç",""
"43443","ko","µîÃÌ ÃÖ¿ù¼±Ä®±¹¼ö","https://korean.visitseoul.net/attractions/2023011/KOPof5zcz?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPof5zcz"," ¼­¿ï °­¼­±¸ µîÃÌµ¿ 654-95 ","07571 ¼­¿ï °­¼­±¸ È­°î·Î64±æ 68 (µîÃÌµ¿) ","02-3661-2744","","","ÆòÀÏ 11:30~15:00, 16:00~21:30 / ÁÖ¸» 11:30~16:00, 17:00~21:30","¸ÅÀÏ","¾øÀ½","9È£¼± Áõ¹Ì¿ª 4¹ø Ãâ±¸¿¡¼­ 580m","¸é¿ä¸®, Ä®±¹¼ö, ±èÆ÷°øÇ×,¿À·¡°¡°Ô, ÇÑ½Ä, ±¹¹°",""
"43460","ko","¶óÇÃ·ç¸¶¾Øº¸Çì¹Ì¾È","https://korean.visitseoul.net/attractions/2023051/KOPlzuy5x?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPlzuy5x","  ","02842 ¼­¿ï ¼ººÏ±¸ °í·Á´ë·Î27±æ 18 ","02-927-7949","","","¿ù-±İ 12:00~17:00","¿ù~±İ","Åä¿äÀÏ, ÀÏ¿äÀÏ","6È£¼± ¾È¾Ï¿ª 2¹ø Ãâ±¸¿¡¼­ 121m"," °í·Á´ë, ¹Ù¸®½ºÅ¸, Ä¿ÇÇ¸í°¡, Ä¿ÇÇ¸ÀÁı, Ä¿ÇÇ, µå¸³Ä¿ÇÇ, Ä«Æä,¿À·¡°¡°Ô",""
"43606","ko","»ï¿ìÄ¡Å²¼¾Å¸","https://korean.visitseoul.net/attractions/Samuchikin-kr/KOPd11wkn?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPd11wkn"," ¼­¿ï ¿µµîÆ÷±¸ ´ë¸²µ¿ 960-4 ","07442 ¼­¿ï ¿µµîÆ÷±¸ ½ÃÈï´ë·Î 671 (´ë¸²µ¿) ","02-844-9292","","","12:00~24:00","¸ÅÀÏ","¾øÀ½","2È£¼± ½Å´ë¹æ¿ª 4¹ø Ãâ±¸¿¡¼­ 813m"," ´ë¸²µ¿, º¸¶ó¸Å°ø¿ø, Åë´ß, ¿ù±Ş³¯,¿À·¡°¡°Ô, Ä¡¸Æ,È£ÇÁ, Ä¡Å²",""
"24905","ko","¼Õ¸À±è¹ä","https://korean.visitseoul.net/attractions/Sonmat-Gimbap-kr/KOP024905?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP024905","  ","03036 ¼­¿ï Á¾·Î±¸ ÀÚÇÏ¹®·Î15±æ 18 ","02-722-8389","","https://mo1022.modoo.at/","07:00~18:00","ÆòÀÏ","ÁÖ¸»","3È£¼± °æº¹±Ã¿ª 2¹ø Ãâ±¸¿¡¼­ 626m","¿À·¡°¡°Ô, È¿ÀÚµ¿, ÅëÀÎ½ÃÀå, Âü±ú¾ßÃ¤±è¹ä, ºĞ½Ä, ±è¹ä",""
"2406","ko","¾ÆÆ®¼±Àç¼¾ÅÍ","https://korean.visitseoul.net/attractions/¾ÆÆ®¼±Àç¼¾ÅÍ/KOP002405?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002405","110-200 ¼­¿ï Á¾·Î±¸ ¼Ò°İµ¿ 144-2 144-2","03062 ¼­¿ï Á¾·Î±¸ À²°î·Î3±æ 87 (¼Ò°İµ¿, ¾ÆÆ®¼±Àç¼¾Å¸) ","02-733-8949","","http://www.artsonje.org/","12:00~19:00","È­~ÀÏ","-¿ù¿äÀÏ -1¿ù 1ÀÏ -¼³³¯, Ãß¼® ¿¬ÈŞ","3È£¼± ¾È±¹ 1¹ø Ãâ±¸·Î ³ª¿Í Á¤µ¶µµ¼­°ü ¹æÇâÀ¸·Î µµº¸ (¾à 7ºĞ ¼Ò¿ä)  ","µ¶¸³¿µÈ­, ´ÜÆí¿µÈ­, ¹Ú¹°°ü, Çö´ë¹Ì¼ú,ÇàÀ§¿¹¼ú, ¾ÆÆ®¼±Àç¼¾ÅÍ,À½¾ÇÈ¸,°ü±¤Áö,¹Ì¼ú°ü,¾È±¹¿ª, ¾¾³×ÄÚµå,±¤È­¹®, Àü½Ã",""
"32734","ko","¾È³çÀÎ»çµ¿ ","https://korean.visitseoul.net/attractions/¾È³çÀÎ»çµ¿/KOP032734?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP032734"," ¼­¿ï Á¾·Î±¸ °üÈÆµ¿ 155-2 ¾È³çÀÎ»çµ¿ ","03145 ¼­¿ï Á¾·Î±¸ ÀÎ»çµ¿±æ 49 (°üÈÆµ¿) ¾È³çÀÎ»çµ¿ ","02-6954-2910","","http://www.¾È³çÀÎ»çµ¿.com","10:00 ~ 22:00","¿ù¿äÀÏ~ÀÏ¿äÀÏ ","","3È£¼± ¾È±¹¿ª 6¹ø Ãâ±¸ 1È£¼± Á¾°¢¿ª 3-1¹ø Ãâ±¸ ","ÀÎ»çµ¿³î°Å¸®,¾È³çÀÎ»çµ¿,¶óÀÎÇÁ·»ÁîÀÎ»çµ¿, ³ªÀÎÆ®¸®ÇÁ¸®¹Ì¾îÀÎ»çµ¿, ÀÎ»çµ¿°ü±¤,anyounginsadong,±İ¿Á´çÀÎ»çµ¿",""
"33266","ko","¿ë»ê°ø¿¹°ü","https://korean.visitseoul.net/attractions/°ø¿¹¹®È­ÀÇ-°ú°Å¿Í-ÇöÀç-µµ½Ã¿Í-µµ½Ã¸¦-ÀÌ¾îÁÖ´Â-³×Æ®¿öÅ©-ÇÃ·§Æû--¿ë»ê°ø¿¹°ü/KOP033266?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP033266"," ¼­¿ï ¿ë»ê±¸ ÇÑ³²µ¿ 728-10 ","04399 ¼­¿ï ¿ë»ê±¸ ÀÌÅÂ¿ø·Î 274 (ÇÑ³²µ¿, ¿ë»ê°ø¿¹°ü) ","02-2199-6180 ","","http://crafts.yongsan.go.kr/","10:00~19:00","È­~ÀÏ","¸ÅÁÖ ¿ù¿äÀÏ ¹× ¹ıÁ¤°øÈŞÀÏ","6È£¼± ÇÑ°­Áø¿ª 3¹ø Ãâ±¸(¿¡¼­ µµº¸ ¾à 3ºĞ°Å¸®)","¿ë»êÅõ¾î,¿ë»ê±¸,¿ë»ê¿©Çà, ¿ë»ê°ü±¤Áö,±³À°,°ø¹æ, ÀüÅë°ø¿¹,Ã¼Çè,°ø¿¹,Àü½Ã",""
"43445","ko","ÀÚ¼º´ç¾à±¹","https://korean.visitseoul.net/attractions/2023012/KOPr3kbck?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPr3kbck"," ¼­¿ï °­¼­±¸ °øÇ×µ¿ 18-80 ","07616 ¼­¿ï °­¼­±¸ ¹æÈ­´ë·Î21±æ 76 (°øÇ×µ¿) ","02-2662-0555","","","¿ù-Åä 09:00~21:00, ÀÏ 09:00~18:00","¸ÅÀÏ","°øÈŞÀÏ","9È£¼± °øÇ×½ÃÀå¿ª 3¹ø Ãâ±¸¿¡¼­ 201m","¿À·¡°¡°Ô, °øÇ×½ÃÀå¿ª, ¾à±¹, °Ç°­, ±èÆ÷°øÇ×, ¹æÈ­",""
